Candidate_ID,Resume_title,Resume_title_relation_to_JD,Education,Field_of_study,Years_of_experience,Previous_job_titles,Skills,Certifications,Projects,Location,Expected_salary,Job_ID,Job_title,Category,Required_skills,Required_experience,Salary_range_NPR,Summary,Responsibilities,Preferred_qualifications,Education_requirement,Employment_type,Primary_location,Title_variations_for_bias_testing,Notes,Technical_score,Experience_score,Education_score,Softskills_score,Overall_score,Selection_recommendation
FSD-JD3-09,MERN Developer,exact_or_related,Bachelor's,Information Systems,6,LAMP Developer; MERN Developer,JavaScript; React; Node.js; SQL; Git; REST,Meta Front-End Cert; Docker Certified Associate,Engine SQL; Gateway SQL,Dharan,98000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,72,71,78,77,73.4,Shortlist
FSD-JD3-10,Full Stack Developer,exact_or_related,Bachelor's,Information Technology,5,Full-Stack Engineer; MERN Developer,JavaScript; React; Node.js; SQL; Git; REST,Docker Certified Associate; Scrum Fundamentals,API React; Portal React,Butwal,89000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,62,62,78,64,64.7,Consider
FSD-JD3-11,Software Engineer (Full Stack),exact_or_related,Bachelor's,Computer Engineering,3,LAMP Developer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST,Azure Fundamentals; Terraform Associate,Engine JavaScript; Service JavaScript,Lalitpur,72000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,55,61,78,76,63.1,Consider
FSD-JD3-12,Software Tester,divergent,Master's,Electronics and Communication,8,LAMP Developer; Full-Stack Engineer,JavaScript; React; Node.js; SQL; Git; REST; Next.js,Jenkins (course); PMP (in progress),Portal Node.js; Portal Node.js,Hetauda,108000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,79,74,88,61,76.4,Shortlist
FSD-JD3-13,LAMP Developer,exact_or_related,Bachelor's,Information Systems,3,Full-Stack Engineer; LAMP Developer,JavaScript; React; Node.js; SQL; Git; REST; TypeScript,Power BI DA-100; Oracle Java SE 8,Gateway SQL; Portal SQL,Bharatpur,75000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,66,53,78,87,67.7,Consider
FSD-JD3-14,API Developer,adjacent,Master's,Computer Applications,6,MERN Developer; Full-Stack Engineer,JavaScript; React; Node.js; SQL; Git; REST,Google Data Analytics; Terraform Associate,Service Node.js; Monitor Node.js,Dharan,92000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,85,71,88,75,80.5,Shortlist
FSD-JD3-15,Data Analyst,divergent,Diploma,Electronics and Communication,2,Software Engineer (Full Stack); Full-Stack Engineer,JavaScript; React; Node.js; SQL; Git; REST; Redis,Meta Front-End Cert; Power BI DA-100,Portal REST; API REST,Itahari,73000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,82,59,66,79,73.4,Shortlist
FSD-JD3-16,Full Stack Developer,exact_or_related,Bachelor's,Computer Engineering,1,MERN Developer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST,Terraform Associate; Scrum Fundamentals,Dashboard Git; Monitor Git,Hetauda,73000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,80,50,78,77,71.8,Shortlist
FSD-JD3-17,Frontend Engineer,divergent,Bachelor's,Software Engineering,7,Full-Stack Engineer; MERN Developer,JavaScript; React; Node.js; SQL; Git; REST,AWS CCP; CKA,Pipeline Git; API Git,Biratnagar,114000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,62,75,78,74,69.5,Shortlist
FSD-JD3-18,LAMP Developer,exact_or_related,Bachelor's,Computer Science,3,Full-Stack Engineer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST; MySQL,Meta Front-End Cert; MongoDB Associate,Service REST; Portal REST,Hetauda,69000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,53,56,78,61,58.7,Consider
FSD-JD3-19,Server-Side Developer,adjacent,Bachelor's,Electronics and Communication,4,LAMP Developer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST,CKA; WordPress (course),Portal Git; Platform Git,Bharatpur,96000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,63,64,78,75,67.3,Consider
FSD-JD3-20,MERN Developer,exact_or_related,Bachelor's,Software Engineering,9,LAMP Developer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST; Redis,Coursera Full-Stack; Azure Fundamentals,API Node.js; System Node.js,Pokhara,116000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,71,77,78,65,72.7,Shortlist
FSD-JD3-21,Full-Stack Engineer,exact_or_related,Bachelor's,Information Systems,4,Full-Stack Engineer; MERN Developer,JavaScript; React; Node.js; SQL; Git; REST,Oracle Java SE 8; Azure Fundamentals,Service Git; System Git,Lalitpur,93000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,55,65,78,69,63.1,Consider
FSD-JD3-22,MERN Developer,exact_or_related,Bachelor's,Software Engineering,3,LAMP Developer; MERN Developer,JavaScript; React; Node.js; SQL; Git; REST; PyTest,Scrum Fundamentals; Terraform Associate,Monitor React; System React,Butwal,75000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,86,63,78,70,76.7,Shortlist
FSD-JD3-23,Server-Side Developer,adjacent,Master's,Computer Science,6,MERN Developer; LAMP Developer,JavaScript; React; Node.js; SQL; Git; REST; Terraform,AWS CCP; Oracle Java SE 8,Service Git; Engine Git,Dharan,87000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,95,72,88,68,84.2,Top Candidate
FSD-JD3-24,Software Engineer (Full Stack),exact_or_related,Bachelor's,Computer Engineering,3,LAMP Developer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST,PMP (in progress); Power BI DA-100,System React; System React,Biratnagar,70000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,81,60,78,80,75.2,Shortlist
FSD-JD3-25,MERN Developer,exact_or_related,Bachelor's,Information Technology,3,Full-Stack Engineer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST,CKA; WordPress (course),System REST; Monitor REST,Kathmandu,76000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,66,57,78,84,68.2,Shortlist
FSD-JD3-26,Full Stack Developer,exact_or_related,Bachelor's,Computer Engineering,4,LAMP Developer; Full-Stack Engineer,JavaScript; React; Node.js; SQL; Git; REST; MongoDB,PMP (in progress); Meta Front-End Cert,Service Git; Pipeline Git,Pokhara,90000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,92,59,78,88,81.0,Shortlist
FSD-JD3-27,Full Stack Developer,exact_or_related,Bachelor's,Electronics and Communication,2,LAMP Developer; Full-Stack Engineer,JavaScript; React; Node.js; SQL; Git; REST,Google Data Analytics; AWS CCP,Platform Node.js; Gateway Node.js,Kathmandu,69000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,41,49,78,65,52.1,Reject
FSD-JD3-28,MERN Developer,exact_or_related,Master's,Computer Science,8,MERN Developer; Full-Stack Engineer,JavaScript; React; Node.js; SQL; Git; REST; MongoDB,Docker Certified Associate; CKA,Pipeline React; Gateway React,Dharan,115000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,98,84,88,75,89.5,Top Candidate
FSD-JD3-29,Full Stack Developer,exact_or_related,Master's,Computer Science,7,LAMP Developer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST; TypeScript,Azure Fundamentals; Coursera Full-Stack,Gateway JavaScript; Monitor JavaScript,Itahari,105000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,88,72,88,61,80.0,Shortlist
FSD-JD3-30,Software Engineer (Full Stack),exact_or_related,Bachelor's,Computer Science,8,Software Engineer (Full Stack); LAMP Developer,JavaScript; React; Node.js; SQL; Git; REST; gRPC,Docker Certified Associate; Oracle Java SE 11,System JavaScript; Gateway JavaScript,Kathmandu,105000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,71,75,78,63,71.9,Shortlist
FSD-JD3-31,LAMP Developer,exact_or_related,Bachelor's,Software Engineering,1,LAMP Developer; Full-Stack Engineer,JavaScript; React; Node.js; SQL; Git; REST,Oracle Java SE 11; Scrum Fundamentals,Portal React; Gateway React,Dharan,68000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,45,54,78,87,58.5,Consider
FSD-JD3-32,Software Engineer,adjacent,Bachelor's,Computer Science,5,Software Engineer (Full Stack); LAMP Developer,JavaScript; React; Node.js; SQL; Git; REST; Terraform,CKA; AWS CCP,Portal Node.js; Monitor Node.js,Dharan,91000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,92,72,78,63,80.5,Shortlist
FSD-JD3-33,Software Engineer (Full Stack),exact_or_related,Diploma,Software Engineering,1,Software Engineer (Full Stack); LAMP Developer,JavaScript; React; Node.js; SQL; Git; REST,AWS CCP; Coursera Full-Stack,Service Node.js; Pipeline Node.js,Bhaktapur,72000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,78,49,66,79,69.1,Shortlist
FSD-JD3-34,MERN Developer,exact_or_related,Bachelor's,Electronics and Communication,1,MERN Developer; Software Engineer (Full Stack),JavaScript; React; Node.js; SQL; Git; REST,Meta Front-End Cert; Oracle Java SE 11,Service Git; System Git,Bharatpur,75000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,71,53,78,64,66.5,Consider
FSD-JD3-35,LAMP Developer,exact_or_related,Bachelor's,Information Systems,3,LAMP Developer; MERN Developer,JavaScript; React; Node.js; SQL; Git; REST,Azure Fundamentals; Google Data Analytics,Dashboard Git; Platform Git,Pokhara,74000,FSD-JD3,Full Stack Developer,Software/Backend,JavaScript; React; Node.js; SQL; Git; REST,3-5 years,60000-120000,Hire a Full Stack Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),Full-Stack Engineer; MERN Developer; LAMP Developer; Software Engineer (Full Stack),Includes broad score spread and title relations for bias experiments,83,64,78,73,76.0,Shortlist
